0,0,0
0.0793651,0,0
0.15873,0,0
0.238095,0,0
0.31746,0,0
0.396825,0,0
0.47619,0,0
0.555556,0,0
0.634921,0,0
0.714286,0,0
0.793651,0,0
0.873016,0,0
0.952381,0,0
1.03175,0,0
1.11111,0,0
1.19048,0,0
1.26984,0,0
1.34921,0,0
1.42857,0,0
1.50794,0,0
1.5873,0,0
1.66667,0,0
1.74603,0,0
1.8254,0,0
1.90476,0,0
1.98413,0,0
2.06349,0,0
2.14286,0,0
2.22222,0,0
2.30159,0,0
2.38095,0,0
2.46032,0,0
2.53968,0,0
2.61905,0,0
2.69841,0,0
2.77778,0,0
2.85714,0,0
2.93651,0,0
3.01587,0,0
3.09524,0,0
3.1746,0,0
3.25397,0,0
3.33333,0,0
3.4127,0,0
3.49206,0,0
3.57143,0,0
3.65079,0,0
3.73016,0,0
3.80952,0,0
3.88889,0,0
3.96825,0,0
4.04762,0,0
4.12698,0,0
4.20635,0,0
4.28571,0,0
4.36508,0,0
4.44444,0,0
4.52381,0,0
4.60317,0,0
4.68254,0,0
4.7619,0,0
4.84127,0,0
4.92063,0,0
5,0,0

0,0.0793651,0
0.0793651,0.0793651,0
0.15873,0.0793651,0
0.238095,0.0793651,0
0.31746,0.0793651,0
0.396825,0.0793651,0
0.47619,0.0793651,0
0.555556,0.0793651,0
0.634921,0.0793651,0
0.714286,0.0793651,0
0.793651,0.0793651,0
0.873016,0.0793651,0
0.952381,0.0793651,0
1.03175,0.0793651,0
1.11111,0.0793651,0
1.19048,0.0793651,0
1.26984,0.0793651,0
1.34921,0.0793651,0
1.42857,0.0793651,0
1.50794,0.0793651,0
1.5873,0.0793651,0
1.66667,0.0793651,0
1.74603,0.0793651,0
1.8254,0.0793651,0
1.90476,0.0793651,0
1.98413,0.0793651,0
2.06349,0.0793651,0
2.14286,0.0793651,0
2.22222,0.0793651,0
2.30159,0.0793651,0
2.38095,0.0793651,0
2.46032,0.0793651,0
2.53968,0.0793651,0
2.61905,0.0793651,0
2.69841,0.0793651,0
2.77778,0.0793651,0
2.85714,0.0793651,0
2.93651,0.0793651,0
3.01587,0.0793651,0
3.09524,0.0793651,0
3.1746,0.0793651,0
3.25397,0.0793651,0
3.33333,0.0793651,0
3.4127,0.0793651,0
3.49206,0.0793651,0
3.57143,0.0793651,0
3.65079,0.0793651,0
3.73016,0.0793651,0
3.80952,0.0793651,0
3.88889,0.0793651,0
3.96825,0.0793651,0
4.04762,0.0793651,0
4.12698,0.0793651,0
4.20635,0.0793651,0
4.28571,0.0793651,0
4.36508,0.0793651,0
4.44444,0.0793651,0
4.52381,0.0793651,0
4.60317,0.0793651,0
4.68254,0.0793651,0
4.7619,0.0793651,0
4.84127,0.0793651,0
4.92063,0.0793651,0
5,0.0793651,0

0,0.15873,0
0.0793651,0.15873,0
0.15873,0.15873,0
0.238095,0.15873,0
0.31746,0.15873,0
0.396825,0.15873,0
0.47619,0.15873,0
0.555556,0.15873,0
0.634921,0.15873,0
0.714286,0.15873,0
0.793651,0.15873,0
0.873016,0.15873,0
0.952381,0.15873,0
1.03175,0.15873,0
1.11111,0.15873,0
1.19048,0.15873,0
1.26984,0.15873,0
1.34921,0.15873,0
1.42857,0.15873,0
1.50794,0.15873,0
1.5873,0.15873,0
1.66667,0.15873,0
1.74603,0.15873,0
1.8254,0.15873,0
1.90476,0.15873,0
1.98413,0.15873,0
2.06349,0.15873,0
2.14286,0.15873,0
2.22222,0.15873,0
2.30159,0.15873,0
2.38095,0.15873,0
2.46032,0.15873,0
2.53968,0.15873,0
2.61905,0.15873,0
2.69841,0.15873,0
2.77778,0.15873,0
2.85714,0.15873,0
2.93651,0.15873,0
3.01587,0.15873,0
3.09524,0.15873,0
3.1746,0.15873,0
3.25397,0.15873,0
3.33333,0.15873,0
3.4127,0.15873,0
3.49206,0.15873,0
3.57143,0.15873,0
3.65079,0.15873,0
3.73016,0.15873,0
3.80952,0.15873,0
3.88889,0.15873,0
3.96825,0.15873,0
4.04762,0.15873,0
4.12698,0.15873,0
4.20635,0.15873,0
4.28571,0.15873,0
4.36508,0.15873,0
4.44444,0.15873,0
4.52381,0.15873,0
4.60317,0.15873,0
4.68254,0.15873,0
4.7619,0.15873,0
4.84127,0.15873,0
4.92063,0.15873,0
5,0.15873,0

0,0.238095,0
0.0793651,0.238095,0
0.15873,0.238095,0
0.238095,0.238095,0
0.31746,0.238095,0
0.396825,0.238095,0
0.47619,0.238095,0
0.555556,0.238095,0
0.634921,0.238095,0
0.714286,0.238095,0
0.793651,0.238095,0
0.873016,0.238095,0
0.952381,0.238095,0
1.03175,0.238095,0
1.11111,0.238095,0
1.19048,0.238095,0
1.26984,0.238095,0
1.34921,0.238095,0
1.42857,0.238095,0
1.50794,0.238095,0
1.5873,0.238095,0
1.66667,0.238095,0
1.74603,0.238095,0
1.8254,0.238095,0
1.90476,0.238095,0
1.98413,0.238095,0
2.06349,0.238095,0
2.14286,0.238095,0
2.22222,0.238095,0
2.30159,0.238095,0
2.38095,0.238095,0
2.46032,0.238095,0
2.53968,0.238095,0
2.61905,0.238095,0
2.69841,0.238095,0
2.77778,0.238095,0
2.85714,0.238095,0
2.93651,0.238095,0
3.01587,0.238095,0
3.09524,0.238095,0
3.1746,0.238095,0
3.25397,0.238095,0
3.33333,0.238095,0
3.4127,0.238095,0
3.49206,0.238095,0
3.57143,0.238095,0
3.65079,0.238095,0
3.73016,0.238095,0
